l1_category_group|l2_category|l3_sub_category|commodity_code_reference|labor_rights_risk|hse_risk|contr_manuf_contr_hse_gl|hse_risk_comment2|animal_welfare_risk|bribery_risk|bribery_risk_comment|contractor_safety_risk|ey_id|ey_source
Scientific Services|Chemical Synthesis Services|Commercial available building blocks|5645020|No known problem in sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|271|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Chemical Synthesis Services|Solvents and Reagents for Chemical Development|5645030|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|272|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Chemical Synthesis Services|API synthesis for clinical development|5645040|Definitely problem sector|Definitely problem sector|No|""|No known problem in sector|No known problem in sector|""|No|273|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Regulatory Services|Regulatory Documentation, Preparation|5655030|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|274|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Regulatory Services|Regulatory and DSP others|5655035|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|275|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Scientific Services|Scientific Services - Other|Scientific Services - Other|5699999|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|276|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Office and Print|Office|Office Stationery and Supplies|6005010|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|277|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Office and Print|Office|Office Equipment and Services|6005020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|278|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Office and Print|Office|Office Furniture|6005040|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|279|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Office and Print|Office|Office - Other|6005999|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|280|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Office and Print|Books, Periodicals and Literature|Books and Periodicals and Literature - Other|6010900|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|281|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Office and Print|Print (non Marketing)|Print (non Marketing) - Other|6015900|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|282|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Cargo Transport|Air cargo transport|7005010|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|Possibly problem sector|If handling customs payments?|No|283|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Cargo Transport|Ocean cargo transport|7005020|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|Possibly problem sector|If handling customs payments?|No|284|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Cargo Transport|Road and Rail cargo transport|7005030|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|Possibly problem sector|If handling customs payments?|No|285|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Cargo Transport|Small parcel and courier services|7005050|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|286|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Cargo Transport|Clinical transport services|7005060|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|287|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Cargo Transport|Other cargo transport services|7005999|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|288|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Specialized Logistics Services|Freight management services|7030010|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|Definitely problem sector|If handling customs payments?|No|289|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Specialized Logistics Services|Customs brokerage services|7030020|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|Definitely problem sector|If handling customs payments?|No|290|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Specialized Logistics Services|Reverse logistics and returns services|7030030|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|291|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Specialized Logistics Services|QA and other inspection services|7030040|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|292|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Specialized Logistics Services|Other specialized logistics services|7030999|No known problem in sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|293|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Warehousing and Storage|Healthcare warehousing services|7050010|Definitely problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|294|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Warehousing and Storage|Clinical storage services|7050030|Definitely problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|295|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Warehousing and Storage|Packing supplies|7050040|Definitely problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|296|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Warehousing and Transportation|Warehousing and Storage|Other warehousing supplies and services|7050999|Definitely problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|297|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Disposables|Disposable filters and cartridges|7205010|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|298|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Disposables|Disposable Rigs and Tubing|7205020|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|299|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Disposables|Disposable bioprocess containers (bags)|7205030|Possibly problem sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|300|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Raw Materials|Raw Materials|7210010|Possibly problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|301|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Raw Materials|Raw MAO|7210020|Possibly problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|302|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Intermediates|Chromatography Media|7220020|No known problem in sector|No known problem in sector|No|""|No known problem in sector|No known problem in sector|""|No|303|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Intermediates|Intermediate Bulk|7220070|Possibly problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|304|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Intermediates|Buffer Solutions|7220080|Possibly problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|305|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Biologic Manufacturing Operations|BMO Finished Materials|Finished Materials Labeled|7230030|Possibly problem sector|Possibly problem sector|No|""|No known problem in sector|No known problem in sector|""|No|306|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Solids|Contract Mfg Solids|7510200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|307|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Semi Solids|Contract Mfg Semi Solids|7515200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|308|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Liquids|Contract Mfg Liquids|7520200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|309|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Injectibles|Contract Mfg Injectibles|7525200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|310|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Devices|Contract Mfg Devices|7530200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|311|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Packing|Contract Mfg Packing|7535200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|312|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Biologics DS|Contract Mfg Biologics DS|7540200|Definitely problem sector|Possibly problem sector|Yes|""|Definitely problem sector|No known problem in sector|""|No|313|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Biologics DP&FDF|Contract Mfg Biologics DP&FDF|7545200|Definitely problem sector|Possibly problem sector|Yes|""|Definitely problem sector|No known problem in sector|""|No|314|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Aerosols|Contract Mfg Aerosols|7565200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|315|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Patches|Contract Mfg Patches|7580200|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|316|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Other Galenical Forms|Contract Mfg Other Galenical Forms|7590100|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|317|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Contract Manufacturing|Contract Mfg Services|Contract Mfg Services|7595010|Definitely problem sector|Possibly problem sector|Yes|""|No known problem in sector|No known problem in sector|""|No|318|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Pumps|8005010|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|319|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Powder Inhaler Devices|8005020|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|320|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Plastic Containers|8005030|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|321|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Plastic Cap ;Lids and Inserts|8005040|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|322|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Other Aluminium Caps|8005060|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|323|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Dispensing Cups|8005070|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|324|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Plastic bespoke mouldings|8005080|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|325|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Metal Cans|8005090|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|326|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Plastic Blister Tray Array;PP Shells|8005100|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|327|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Lens Cases ; Cups ; Disc|8005110|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|328|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Plastic Tubes|8005120|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|329|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Other Rigid Packaging|8005140|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|330|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Pipettes|8005150|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|331|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Other Medical Devices|8005160|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|332|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Aluminium Tubes|8005200|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|333|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Laminate;Other Tubes|8005205|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|334|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Plastic Syringes|8005215|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|335|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Injection Pen Devices|8005220|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|336|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Valves|8005225|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|337|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Rigid Packaging|Nasal Spray Devices|8005230|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|338|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Alu Coldform Blisterfoil|8010010|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|339|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Alu Lidding Blisterfoil Unprinted|8010020|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|340|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Alu Lidding Blisterfoil Printed|8010030|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|341|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Alu Foil Others|8010060|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|342|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Plastic PVC Mono Blisterfilm|8010070|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|343|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Plastic PVC;PVDC Blisterfilm|8010080|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|344|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Plastic PVC;PE;PVDC Blisterfilm|8010090|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|345|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Plastic Aclar Blisterfilm|8010100|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|346|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Plastic PP Blisterfilm|8010105|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|347|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|Other Plastic Film|8010110|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|348|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
Packaging|Flexible Packaging|System Foil for Transdermals|8010120|Definitely problem sector|No known problem in sector|No|Possible HSE risk associated with this sector but currently out of scope for the Third Party Guidelines|No known problem in sector|No known problem in sector|""|No|349|\eyvirtual.ey.com\uss-sk2-primary\PROJECT_ALCON_\Data\ORIG Data\2020-10-20\Annex 1 Sector Risk for NCCs V 13 04.01.2018 (002)
